Identifier,TypeID,Type,Package,Class,Member,Feature,Is_fprivate?,Is_inferred?,Parent_features,Is_terminal?,Is_hook?,Inferences,User_comment,Member_modifier,Method_Signature,Earliest_bound,Latest_bound,CodeAnnotation,LOC,FWBelongLevel,NeedsLocalConstructor
example.imagetaskgang.TaskGang<E>.mExecutor,3,Field,example.imagetaskgang,TaskGang<E>,mExecutor,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,0,1,false
example.imagetaskgang.TaskGang.getExecutor(),4,Method,example.imagetaskgang,TaskGang,getExecutor(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,getExecutor(),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.TaskGang.incrementCycle(),4,Method,example.imagetaskgang,TaskGang,incrementCycle(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,incrementCycle(),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.TaskGang<E>.mCurrentCycle,3,Field,example.imagetaskgang,TaskGang<E>,mCurrentCycle,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final ,,FRAMEWORK,PLUGIN,null,0,1,false
example.imagetaskgang.TaskGang.currentCycle(),4,Method,example.imagetaskgang,TaskGang,currentCycle(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,currentCycle(),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.TaskGang.getNextInput(),4,Method,example.imagetaskgang,TaskGang,getNextInput(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected abstract ,getNextInput(),FRAMEWORK,PLUGIN,null,5,1,false
example.imagetaskgang.TaskGang.initiateHook(int inputSize),4,Method,example.imagetaskgang,TaskGang,initiateHook(int inputSize),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,initiateHook(int),FRAMEWORK,PLUGIN,null,7,1,false
example.imagetaskgang.TaskGang.initiateTaskGang(int inputSize),4,Method,example.imagetaskgang,TaskGang,initiateTaskGang(int inputSize),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected abstract ,initiateTaskGang(int),FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.TaskGang.advanceTaskToNextCycle(),4,Method,example.imagetaskgang,TaskGang,advanceTaskToNextCycle(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,advanceTaskToNextCycle(),FRAMEWORK,PLUGIN,null,8,1,false
example.imagetaskgang.TaskGang.awaitTasksDone(),4,Method,example.imagetaskgang,TaskGang,awaitTasksDone(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected abstract ,awaitTasksDone(),FRAMEWORK,PLUGIN,null,5,1,false
example.imagetaskgang.TaskGang.taskDone(int index),4,Method,example.imagetaskgang,TaskGang,taskDone(int index),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,taskDone(int),FRAMEWORK,PLUGIN,null,10,1,false
example.imagetaskgang.TaskGang.processInput(E inputData),4,Method,example.imagetaskgang,TaskGang,processInput(E inputData),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected abstract ,processInput(E),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.TaskGang.run(),4,Method,example.imagetaskgang,TaskGang,run(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,run(),FRAMEWORK,PLUGIN,@Override,17,1,false
example.imagetaskgang.TaskGang.makeTask(final int index),4,Method,example.imagetaskgang,TaskGang,makeTask(final int index),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,makeTask(int),FRAMEWORK,PLUGIN,null,31,1,false
example.imagetaskgang.ImageEntity.mImage,3,Field,example.imagetaskgang,ImageEntity,mImage,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.ImageEntity.mSourceUrl,3,Field,example.imagetaskgang,ImageEntity,mSourceUrl,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,,FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.ImageEntity.mFilterName,3,Field,example.imagetaskgang,ImageEntity,mFilterName,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,,FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.ImageEntity.mSucceeded,3,Field,example.imagetaskgang,ImageEntity,mSucceeded,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,,FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; byte[] imageData),5,Constructor,example.imagetaskgang,ImageEntity,ImageEntity(URL sourceURL; byte[] imageData),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,ImageEntity(URL; byte[]),FRAMEWORK,PLUGIN,null,16,1,false
example.imagetaskgang.ImageEntity.setImage(byte[] imageData),4,Method,example.imagetaskgang,ImageEntity,setImage(byte[] imageData),FRAMEWORK,FALSE,FALSE,,TRUE,TRUE,example.imagetaskgang.ImageEntity.setImage(byte[] imageData); BttF says it's a hook because it references declaration(s) classified in future features   ,,public ,setImage(byte[]),FRAMEWORK,PLUGIN,null,7,1,false
example.imagetaskgang.ImageEntity.ImageEntity(URL sourceURL; Image image),5,Constructor,example.imagetaskgang,ImageEntity,ImageEntity(URL sourceURL; Image image),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,ImageEntity(URL; Image),FRAMEWORK,PLUGIN,null,15,1,false
example.imagetaskgang.PlatformStrategy.makeImage(byte[] imageData),4,Method,example.imagetaskgang,PlatformStrategy,makeImage(byte[] imageData),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.makeImage(byte[] imageData); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public abstract ,makeImage(byte[]),PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.ImageEntity.setSourceURL(URL url),4,Method,example.imagetaskgang,ImageEntity,setSourceURL(URL url),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,setSourceURL(URL),FRAMEWORK,PLUGIN,null,7,1,false
example.imagetaskgang.ImageEntity.getSourceURL(),4,Method,example.imagetaskgang,ImageEntity,getSourceURL(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getSourceURL(),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.ImageEntity.setFilterName(Filter filter),4,Method,example.imagetaskgang,ImageEntity,setFilterName(Filter filter),FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ImageEntity.setFilterName(Filter filter); BttF says a method of a non-terminal class references it example.imagetaskgang.ImageEntity.setFilterName(Filter filter) THEN it also has to belong to FRAMEWORK   ,,public ,setFilterName(Filter),FRAMEWORK,FRAMEWORK,null,6,1,false
example.imagetaskgang.ImageEntity.getFilterName(),4,Method,example.imagetaskgang,ImageEntity,getFilterName(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getFilterName(),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.ImageEntity.setSucceeded(boolean succeeded),4,Method,example.imagetaskgang,ImageEntity,setSucceeded(boolean succeeded),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,setSucceeded(boolean),FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.ImageEntity.getSucceeded(),4,Method,example.imagetaskgang,ImageEntity,getSucceeded(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getSucceeded(),FRAMEWORK,PLUGIN,null,7,1,false
example.imagetaskgang.ImageEntity.getFormatName(),4,Method,example.imagetaskgang,ImageEntity,getFormatName(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,getFormatName(),FRAMEWORK,PLUGIN,null,10,1,false
example.imagetaskgang.PlatformStrategy.sUniqueInstance,3,Field,example.imagetaskgang,PlatformStrategy,sUniqueInstance,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.sUniqueInstance; BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,private static ,,PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.PlatformStrategy.instance(PlatformStrategy platform),4,Method,example.imagetaskgang,PlatformStrategy,instance(PlatformStrategy platform),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.instance(PlatformStrategy platform); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public static ,instance(PlatformStrategy),PLUGIN,PLUGIN,null,7,2,false
example.imagetaskgang.PlatformStrategy.getUrlIterator(InputSource source),4,Method,example.imagetaskgang,PlatformStrategy,getUrlIterator(InputSource source),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.getUrlIterator(InputSource source); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public abstract ,getUrlIterator(InputSource),PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.PlatformStrategy.InputSource,2,Class,example.imagetaskgang.PlatformStrategy,InputSource,,PLUGIN,FALSE,FALSE,,TRUE,FALSE,,,public final static ,,FRAMEWORK,PLUGIN,null,11,2,false
example.imagetaskgang.PlatformStrategy.grayScaleFilter(ImageEntity imageEntity),4,Method,example.imagetaskgang,PlatformStrategy,grayScaleFilter(ImageEntity imageEntity),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.grayScaleFilter(ImageEntity imageEntity); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public abstract ,grayScaleFilter(ImageEntity),PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.PlatformStrategy.errorLog(String javaFile; String errorMessage),4,Method,example.imagetaskgang,PlatformStrategy,errorLog(String javaFile; String errorMessage),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.errorLog(String javaFile; String errorMessage); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public abstract ,errorLog(String; String),PLUGIN,PLUGIN,null,6,2,false
example.imagetaskgang.PlatformStrategy.PlatformStrategy(),5,Constructor,example.imagetaskgang,PlatformStrategy,PlatformStrategy(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.PlatformStrategy(); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,protected ,PlatformStrategy(),PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.PlatformStrategy.InputSource.DEFAULT,3,Field,example.imagetaskgang.PlatformStrategy,InputSource,DEFAULT,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.InputSource.DEFAULT; BttF says it's a member of an Enum example.imagetaskgang.PlatformStrategy.InputSource THEN it also has to belong to PLUGIN   ,,public final static ,,PLUGIN,PLUGIN,null,1,2,false
example.imagetaskgang.PlatformStrategy.InputSource.USER,3,Field,example.imagetaskgang.PlatformStrategy,InputSource,USER,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.InputSource.USER; BttF says it's a member of an Enum example.imagetaskgang.PlatformStrategy.InputSource THEN it also has to belong to PLUGIN   ,,public final static ,,PLUGIN,PLUGIN,null,1,2,false
example.imagetaskgang.PlatformStrategy.InputSource.FILE,3,Field,example.imagetaskgang.PlatformStrategy,InputSource,FILE,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.InputSource.FILE; BttF says it's a member of an Enum example.imagetaskgang.PlatformStrategy.InputSource THEN it also has to belong to PLUGIN   ,,public final static ,,PLUGIN,PLUGIN,null,1,2,false
example.imagetaskgang.PlatformStrategy.InputSource.ERROR,3,Field,example.imagetaskgang.PlatformStrategy,InputSource,ERROR,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.InputSource.ERROR; BttF says it's a member of an Enum example.imagetaskgang.PlatformStrategy.InputSource THEN it also has to belong to PLUGIN   ,,public final static ,,PLUGIN,PLUGIN,null,1,2,false
example.imagetaskgang.PlatformStrategy.getInputSource(String inputSource),4,Method,example.imagetaskgang,PlatformStrategy,getInputSource(String inputSource),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.getInputSource(String inputSource); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,public ,getInputSource(String),PLUGIN,PLUGIN,null,13,2,false
example.imagetaskgang.PlatformStrategy.getDefaultUrlList(),4,Method,example.imagetaskgang,PlatformStrategy,getDefaultUrlList(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategy.getDefaultUrlList(); BttF says it's a member of non-terminal class example.imagetaskgang.PlatformStrategy THEN it also has to belong to PLUGIN   ,,protected ,getDefaultUrlList(),PLUGIN,PLUGIN,null,23,2,false
example.imagetaskgang.BitmapImage,2,Class,example.imagetaskgang,BitmapImage,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,,,FRAMEWORK,PLUGIN,null,96,1,false
example.imagetaskgang.BitmapImage.mBitmap,3,Field,example.imagetaskgang,BitmapImage,mBitmap,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.BitmapImage.IMAGE_WIDTH,3,Field,example.imagetaskgang,BitmapImage,IMAGE_WIDTH,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final static ,,FRAMEWORK,PLUGIN,null,5,1,false
example.imagetaskgang.BitmapImage.IMAGE_HEIGHT,3,Field,example.imagetaskgang,BitmapImage,IMAGE_HEIGHT,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private final static ,,FRAMEWORK,PLUGIN,null,1,1,false
example.imagetaskgang.BitmapImage.BitmapImage(byte[] imageData),5,Constructor,example.imagetaskgang,BitmapImage,BitmapImage(byte[] imageData),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,BitmapImage(byte[]),FRAMEWORK,PLUGIN,null,9,1,false
example.imagetaskgang.BitmapImage.decodeSampledBitmapFromByteArray(byte[] imageData; int reqWidth; int reqHeight),4,Method,example.imagetaskgang,BitmapImage,decodeSampledBitmapFromByteArray(byte[] imageData; int reqWidth; int reqHeight),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,decodeSampledBitmapFromByteArray(byte[]; int; int),FRAMEWORK,PLUGIN,null,28,1,false
example.imagetaskgang.BitmapImage.BitmapImage(Bitmap bitmap),5,Constructor,example.imagetaskgang,BitmapImage,BitmapImage(Bitmap bitmap),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,BitmapImage(Bitmap),FRAMEWORK,PLUGIN,null,7,1,false
example.imagetaskgang.BitmapImage.calculateInSampleSize(BitmapFactory.Options options; int reqWidth; int reqHeight),4,Method,example.imagetaskgang,BitmapImage,calculateInSampleSize(BitmapFactory.Options options; int reqWidth; int reqHeight),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,calculateInSampleSize(Options; int; int),FRAMEWORK,PLUGIN,null,29,1,false
example.imagetaskgang.PlatformStrategyConsole,2,Class,example.imagetaskgang,PlatformStrategyConsole,,PLUGIN,FALSE,FALSE,,TRUE,FALSE,,,public ,,PLUGIN,PLUGIN,@SuppressLint("NewApi"),21,2,false
example.imagetaskgang.PlatformStrategyConsole.errorLog(String javaFile; String errorMessage),4,Method,example.imagetaskgang,PlatformStrategyConsole,errorLog(String javaFile; String errorMessage),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyConsole.errorLog(String javaFile; String errorMessage) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,errorLog(String; String),PLUGIN,PLUGIN,@SuppressLint("NewApi"),9,2,false
example.imagetaskgang.PlatformStrategyConsole.getDirectoryPath(),4,Method,example.imagetaskgang,PlatformStrategyConsole,getDirectoryPath(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyConsole.getDirectoryPath() belongs to PLUGIN because it's the only feature in bounds.   ,,public ,getDirectoryPath(),PLUGIN,PLUGIN,@SuppressLint("NewApi"),6,2,false
example.imagetaskgang.PlatformStrategyConsole.getUrlIterator(InputSource source),4,Method,example.imagetaskgang,PlatformStrategyConsole,getUrlIterator(InputSource source),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyConsole.getUrlIterator(InputSource source); BttF says since it calls fprivate example.imagetaskgang.Options THEN it also belongs to PLUGIN   ,,public ,getUrlIterator(InputSource),FRAMEWORK,PLUGIN,@SuppressLint("NewApi"),71,2,false
example.imagetaskgang.PlatformStrategyConsole.grayScaleFilter(ImageEntity imageEntity),4,Method,example.imagetaskgang,PlatformStrategyConsole,grayScaleFilter(ImageEntity imageEntity),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyConsole.grayScaleFilter(ImageEntity imageEntity) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,grayScaleFilter(ImageEntity),PLUGIN,PLUGIN,@SuppressLint("NewApi"),54,2,false
example.imagetaskgang.PlatformStrategyConsole.makeImage(byte[] imageData),4,Method,example.imagetaskgang,PlatformStrategyConsole,makeImage(byte[] imageData),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyConsole.makeImage(byte[] imageData) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,makeImage(byte[]),PLUGIN,PLUGIN,@SuppressLint("NewApi"),7,2,false
example.imagetaskgang.PlatformStrategyConsole.storeImage(Image imageAdapter; FileOutputStream outputFile),4,Method,example.imagetaskgang,PlatformStrategyConsole,storeImage(Image imageAdapter; FileOutputStream outputFile),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyConsole.storeImage(Image imageAdapter; FileOutputStream outputFile) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,storeImage(Image; FileOutputStream),PLUGIN,PLUGIN,@SuppressLint("NewApi"),17,2,false
example.imagetaskgang.PlatformStrategyConsole.mOutput,3,Field,example.imagetaskgang,PlatformStrategyConsole,mOutput,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyConsole.mOutput belongs to PLUGIN because it's the only feature in bounds.   ,,private final ,,PLUGIN,PLUGIN,@SuppressLint("NewApi"),4,2,false
example.imagetaskgang.PlatformStrategyConsole.PlatformStrategyConsole(Object output),5,Constructor,example.imagetaskgang,PlatformStrategyConsole,PlatformStrategyConsole(Object output),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyConsole.PlatformStrategyConsole(Object output) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,PlatformStrategyConsole(Object),PLUGIN,PLUGIN,@SuppressLint("NewApi"),6,2,false
example.imagetaskgang.PlatformStrategyAndroid,2,Class,example.imagetaskgang,PlatformStrategyAndroid,,PLUGIN,FALSE,FALSE,,TRUE,FALSE,,,public ,,PLUGIN,PLUGIN,null,174,2,false
example.imagetaskgang.PlatformStrategyAndroid.errorLog(String javaFile; String errorMessage),4,Method,example.imagetaskgang,PlatformStrategyAndroid,errorLog(String javaFile; String errorMessage),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.errorLog(String javaFile; String errorMessage) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,errorLog(String; String),PLUGIN,PLUGIN,null,8,2,false
example.imagetaskgang.PlatformStrategyAndroid.getDirectoryPath(),4,Method,example.imagetaskgang,PlatformStrategyAndroid,getDirectoryPath(),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.getDirectoryPath() belongs to PLUGIN because it's the only feature in bounds.   ,,public ,getDirectoryPath(),PLUGIN,PLUGIN,null,6,2,false
example.imagetaskgang.PlatformStrategyAndroid.getUrlIterator(InputSource source),4,Method,example.imagetaskgang,PlatformStrategyAndroid,getUrlIterator(InputSource source),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.getUrlIterator(InputSource source); BttF says since it calls fprivate example.imagetaskgang.MainActivity.mListUrlGroups THEN it also belongs to PLUGIN   ,,public ,getUrlIterator(InputSource),FRAMEWORK,PLUGIN,null,61,2,false
example.imagetaskgang.PlatformStrategyAndroid.grayScaleFilter(ImageEntity imageEntity),4,Method,example.imagetaskgang,PlatformStrategyAndroid,grayScaleFilter(ImageEntity imageEntity),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.grayScaleFilter(ImageEntity imageEntity) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,grayScaleFilter(ImageEntity),PLUGIN,PLUGIN,null,49,2,false
example.imagetaskgang.PlatformStrategyAndroid.makeImage(byte[] imageData),4,Method,example.imagetaskgang,PlatformStrategyAndroid,makeImage(byte[] imageData),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.makeImage(byte[] imageData) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,makeImage(byte[]),PLUGIN,PLUGIN,null,6,2,false
example.imagetaskgang.PlatformStrategyAndroid.storeImage(Image imageAdapter; FileOutputStream outputFile),4,Method,example.imagetaskgang,PlatformStrategyAndroid,storeImage(Image imageAdapter; FileOutputStream outputFile),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.storeImage(Image imageAdapter; FileOutputStream outputFile) belongs to PLUGIN because it's the only feature in bounds.   ,,public ,storeImage(Image; FileOutputStream),PLUGIN,PLUGIN,null,9,2,false
example.imagetaskgang.PlatformStrategyAndroid.mOuterClass,3,Field,example.imagetaskgang,PlatformStrategyAndroid,mOuterClass,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.mOuterClass; BttF says since it calls fprivate example.imagetaskgang.MainActivity THEN it also belongs to PLUGIN   ,,private final ,,PLUGIN,PLUGIN,null,4,2,false
example.imagetaskgang.PlatformStrategyAndroid.EXTERNAL_PATH,3,Field,example.imagetaskgang,PlatformStrategyAndroid,EXTERNAL_PATH,PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.EXTERNAL_PATH belongs to PLUGIN because it's the only feature in bounds.   ,,final static ,,PLUGIN,PLUGIN,null,5,2,false
example.imagetaskgang.PlatformStrategyAndroid.PlatformStrategyAndroid(final Object output),5,Constructor,example.imagetaskgang,PlatformStrategyAndroid,PlatformStrategyAndroid(final Object output),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.PlatformStrategyAndroid.PlatformStrategyAndroid(final Object output); BttF says since it calls fprivate example.imagetaskgang.MainActivity THEN it also belongs to PLUGIN   ,,public ,PlatformStrategyAndroid(Object),FRAMEWORK,PLUGIN,null,8,2,false
example.imagetaskgang.MainActivity.mListUrlGroups,3,Field,example.imagetaskgang,MainActivity,mListUrlGroups,PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.MainActivity.mListUrlGroups; BttF says it's a child of example.imagetaskgang.MainActivity THEN it also is fprivate of PLUGIN   ,,protected ,,PLUGIN,PLUGIN,null,5,2,false
example.imagetaskgang.MainActivity.showToast(String msg),4,Method,example.imagetaskgang,MainActivity,showToast(String msg),PLUGIN,TRUE,TRUE,,TRUE,FALSE,example.imagetaskgang.MainActivity.showToast(String msg); BttF says it's a child of example.imagetaskgang.MainActivity THEN it also is fprivate of PLUGIN   ,,public ,showToast(String),PLUGIN,PLUGIN,null,8,2,false
example.imagetaskgang.ImageTaskGang,2,Class,example.imagetaskgang,ImageTaskGang,,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,,FRAMEWORK,PLUGIN,null,33,3,false
example.imagetaskgang.TaskGang<java.net.URL>,2,Class,example.imagetaskgang.TaskGang<java.net,URL>,,FRAMEWORK,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.TaskGang<java.net.URL> belongs to FRAMEWORK because it's the only feature in bounds.   ,,public abstract ,,FRAMEWORK,FRAMEWORK,null,0,1,false
example.imagetaskgang.ImageTaskGang.mUrlListIterator,3,Field,example.imagetaskgang,ImageTaskGang,mUrlListIterator,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,5,1,false
example.imagetaskgang.ImageTaskGang.mFilters,3,Field,example.imagetaskgang,ImageTaskGang,mFilters,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,4,1,false
example.imagetaskgang.ImageTaskGang.mCompletionService,3,Field,example.imagetaskgang,ImageTaskGang,mCompletionService,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,7,1,false
example.imagetaskgang.ImageTaskGang.mCompletionHook,3,Field,example.imagetaskgang,ImageTaskGang,mCompletionHook,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,,FRAMEWORK,PLUGIN,null,6,1,false
example.imagetaskgang.ImageTaskGang.mIterationBarrier,3,Field,example.imagetaskgang,ImageTaskGang,mIterationBarrier,FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,,FRAMEWORK,PLUGIN,null,7,1,false
example.imagetaskgang.ImageTaskGang.ImageTaskGang(Filter[] filters; Iterator<List<URL>> urlListIterator; Runnable completionHook),5,Constructor,example.imagetaskgang,ImageTaskGang,ImageTaskGang(Filter[] filters; Iterator<List<URL>> urlListIterator; Runnable completionHook),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,public ,ImageTaskGang(Filter[]; Iterator<List<URL>>; Runnable),FRAMEWORK,PLUGIN,null,26,1,false
example.imagetaskgang.ImageTaskGang.getNextInput(),4,Method,example.imagetaskgang,ImageTaskGang,getNextInput(),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,getNextInput(),FRAMEWORK,PLUGIN,@Override,19,1,false
example.imagetaskgang.ImageTaskGang.initiateTaskGang(int initialNumberOfURLs),4,Method,example.imagetaskgang,ImageTaskGang,initiateTaskGang(int initialNumberOfURLs),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,protected ,initiateTaskGang(int),FRAMEWORK,PLUGIN,@Override,16,1,false
example.imagetaskgang.ImageTaskGang.processInput(URL urlToDownload),4,Method,example.imagetaskgang,ImageTaskGang,processInput(URL urlToDownload),PLUGIN,FALSE,TRUE,,TRUE,FALSE,example.imagetaskgang.ImageTaskGang.processInput(URL urlToDownload); BttF says since it calls fprivate example.imagetaskgang.OutputFilterDecorator THEN it also belongs to PLUGIN   ,,protected ,processInput(URL),FRAMEWORK,PLUGIN,@Override,38,2,false
example.imagetaskgang.ImageTaskGang.makeImageEntity(URL urlToDownload),4,Method,example.imagetaskgang,ImageTaskGang,makeImageEntity(URL urlToDownload),FRAMEWORK,FALSE,FALSE,,TRUE,FALSE,,,private ,makeImageEntity(URL),FRAMEWORK,PLUGIN,null,8,1,false
